"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[28977]","","","","","","","","","","","s_16C29 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764312",
"[28977]","","","","","","","","","","","s_16C34 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764313",
"[28977]","","","","","","","","","","","s_16C35 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764314",
"[28977]","","","","","","","","","","","s_16C42 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764315",
"[28977]","","","","","","","","","","","s_16C215 [28977]","PERIDOTITE [28977]","","","","","","","","","PLU","","","","","WR [28977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2764317",
"[15613]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES","SALT LAKE CRATER","21.34","21.34","-157.92","-157.92","SAE","","","s_77SL-594 [15613]","PYROXENITE, GARNET [15613]","","","","","","","","","PLU","","","","","WR [15613] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.09","3398","247","1742","","","58","616","112","24","10","","","","","0.62","63","6.45","15","0.77","","0.00121","","0.0042","","0.03","","0.35","","","","0.01","35","1.86","4.7","0.75","3.96","1.3","0.48","1.63","0.23","1.42","0.25","0.62","","0.45","0.06","0.67","0.06","","0.00121","0.00068","0.00043","0.00343","","","","0.28","","0.15","0.05","","","","","","","","","","","","","","","0.154","","","","","","","","","","277670",
"[14458][13944]","INTRAPLATE VOLCANICS","AUSTRALIA / KIMBERLEY CRATON / WESTERN AUSTRALIA / ARGYLE LAMPROITE","ARGYLE DIAMOND PIPE, EAST KIMBERLEY REGION","-16.7122","-16.7122","128.3975","128.3975","SAE","","","s_N23 [14458]","PERIDOTITE, XENOLITH [14458]","","","","","","","","","PER","","","","","WR [14458] ","40.99","0.04","","0.68","","","","6.05","0.73","42.38","0.06","","0.22","0.02","0.01","","","","","","","","","","","","","","","0.11","7.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58","","35.7","1754","","","124","2538","11","28","0.5","","","","","12.6","38.3","0.43","9.5","3.34","","","","","","","","","0","","","0.8","50.7","1.2","2.33","0.29","1.04","0.19","0.038","0.148","0.031","0.138","0.034","0.04","0.014","0.08","0.016","0.226","0.341","","0.00012","0.00188","","","","","","2","","","","","","","","","","","","","","","","","","0.114579","","","","","","","","","","278539",
"[14458][13944]","INTRAPLATE VOLCANICS","AUSTRALIA / KIMBERLEY CRATON / WESTERN AUSTRALIA / ARGYLE LAMPROITE","ARGYLE DIAMOND PIPE, EAST KIMBERLEY REGION","-16.7122","-16.7122","128.3975","128.3975","SAE","","","s_N25 [14458]","PERIDOTITE, XENOLITH [14458]","","","","","","","","","PER","","","","","WR [14458] ","41.88","0.05","","0.94","","","","5.44","0.21","39.66","0.06","","0.23","0.01","0.02","","","","","","","","","","","","","","","0.11","9.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","","28.5","2937","","","116","2416","20","20","0","","","","","17.9","40","0.34","12.8","3.28","","","","","","","","","0.1","","","2.2","465","2.41","2.96","0.38","1.38","0.22","0.077","0.155","0.019","0.073","0.014","0.033","0.006","0.047","0.01","0.317","0.289","","0.00005","0.00176","","","","","","2","","","","","","","","","","","","","","","","","","0.111002","","","","","","","","","","278540",
"[14458][13944]","INTRAPLATE VOLCANICS","AUSTRALIA / KIMBERLEY CRATON / WESTERN AUSTRALIA / ARGYLE LAMPROITE","ARGYLE DIAMOND PIPE, EAST KIMBERLEY REGION","-16.7122","-16.7122","128.3975","128.3975","SAE","","","s_N40 [14458]","PERIDOTITE, XENOLITH [14458]","","","","","","","","","PER","","","","","WR [14458] ","40.27","0.06","","0.52","","","","6.16","0.51","43.64","0.07","","0.25","0.02","0.02","","","","","","","","","","","","","","","0.11","6.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","","26","1659","","","127","2583","16","30","0.5","","","","","13.4","43.1","0.45","13.9","4.21","","","","","","","","","0","","","0.8","46.5","1.57","3.21","0.39","1.41","0.24","0.052","0.138","0.019","0.088","0.016","0.042","0.006","0.038","0.007","0.346","0.328","","0.00028","0.0057","","","","","","2","","","","","","","","","","","","","","","","","","0.116926","","","","","","","","","","278541",
"[14458][13944]","INTRAPLATE VOLCANICS","AUSTRALIA / KIMBERLEY CRATON / WESTERN AUSTRALIA / ARGYLE LAMPROITE","ARGYLE DIAMOND PIPE, EAST KIMBERLEY REGION","-16.7122","-16.7122","128.3975","128.3975","SAE","","","s_N48 [14458]","PERIDOTITE, XENOLITH [14458]","","","","","","","","","PER","","","","","WR [14458] ","41.08","0.03","","0.97","","","","6.13","0.86","38.84","0.05","","0.27","0.03","0.04","","","","","","","","","","","","","","","0.15","10.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.44","","52.8","1765","","","116","2481","27","20","1.5","","","","","16.4","75.8","0.78","10.7","3.22","","","","","","","","","0.1","","","1.2","364","2.13","4.37","0.6","2.23","0.29","0.081","0.205","0.025","0.137","0.03","0.083","0.013","0.084","0.015","0.258","0.214","","0.00029","0.00661","","","","","","2","","","","","","","","","","","","","","","","","","0.113933","","","","","","","","","","278542",
"[7709]","INTRAPLATE VOLCANICS","NORTH AMERICAN CORDILLERA - PALEOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / MOUNT SLIDING","SLIDE MOUNTAIN TERRAIN","53","53","-121.5","-121.5","SAE","","","s_103A [7709]","PERIDOTITE [7709]","","","","PERMIAN [7709]","","","","","PLU","","","","","WR [7709] ","43.54","0.54","","6.87","","","","13.56","4.09","29.39","0.21","","0","0.19","0.1","","","","","","","","","","","","","","","","8.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96","11.59","11.23","31.85","0.91","","","","","","","","","","","","","14.44","1.21","3.72","0.62","3.29","1.12","0.43","1.49","0.27","1.77","0.39","1.49","","1.08","0.16","0.81","0.06","","","","","","","","","0.5","","0.07","0.03","0.513113","","","","","18.821","","15.548","","38.111","","","","","","","","","","","","","","","281909",
"[7709]","INTRAPLATE VOLCANICS","NORTH AMERICAN CORDILLERA - PALEOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / MOUNT SLIDING","SLIDE MOUNTAIN TERRAIN","53","53","-121.5","-121.5","SAE","","","s_103B [7709]","PERIDOTITE [7709]","","","","PERMIAN [7709]","","","","","PLU","","","","","WR [7709] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","114.03","16.73","15.73","0.59","","","","","","","","","","","","","8.37","0.64","2","0.38","2.45","1.08","0.52","1.75","0.36","2.51","0.59","1.68","","1.59","0.25","0.62","0.05","","","","","","","","","4.06","","0.03","0.11","0.513114","","","","","18.821","","15.548","","38.111","","","","","","","","","","","","","","","281910",
"[21253][12220][20516]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM","TARIAT DEPRESSION","48.2","48.2","100","100","SAE","","","s_MHP-1 [21253] / s_MHP1 [12220]","LHERZOLITE, SPINEL, XENOLITH [21253] / PERIDOTITE, SPINEL, XENOLITH [12220]","","","","","","","","","PER","","","","","WR [21253] ","45.5","0.16","","3.92","0.37","","","8.21","3.12","38.08","0.13","0.26","0.01","0.29","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","","","2400","","","103","1860","","60","","","","","","","","","","","","","","","","","","","","","","","","0.21","0.84","","","0.28","0.113","","0.08","","","","0.074","0.36","0.068","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282284",
"[12220][15315]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / MONGOLIA - CENOZOIC/QUATERNARY / KHANGAI OROGEN / SHAVARYN-TSARAM","TARIAT DEPRESSION","48.2","48.2","100","100","SAE","","","s_MO4230/16 [12220] / s_MO4230-16 [15315]","PERIDOTITE, SPINEL, XENOLITH [12220] / LHERZOLITE, PHLOGOPITE, XENOLITH [15315]","","","","","","","","","PER","","","","","WR [12220] ","","","","","","","","","3.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","","","2820","","","102","1820","","","","","","","","0.8","84","","10","0.13","","","","","","","","","","","","","103","1.24","3.88","0.63","3.17","0.76","0.28","0.84","0.125","0.78","0.162","0.45","0.065","0.4","0.068","0.36","0.01","","","","","","","","","0.85","","0.045","0.02","","","","","","","","","","","","","","","","","","","","","","","","","282296",
"[12175]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","HANNUOBA-HUAI^AN AREA","40","41","114","115","SAE","","","s_HNB-1 [12175]","NOT GIVEN [12175]","","","","","","","","","PER","","","","HE3_HE4 from GARNET [12175], HE3_HE4(R/R(A)) from GARNET [12175]","MIN [12175] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000243","17.4","","","","","283802",
"[12175]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","HANNUOBA-HUAI^AN AREA","40","41","114","115","SAE","","","s_HNB-2 [12175]","NOT GIVEN [12175]","","","","","","","","","PER","","","","HE3_HE4 from GARNET [12175], HE3_HE4(R/R(A)) from GARNET [12175]","MIN [12175] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000918","656","","","","","283803",
"[18422][12175]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / JIANGSU PROVINCE / NUSHAN","","32.95","32.95","118.22","118.22","SAE","","","s_NS1 [18422] / s_NS-1 [12175]","LHERZOLITE, SPINEL, XENOLITH [18422] / NOT GIVEN [12175]","","","","","","","","","PER","","","","HE3_HE4 from PYROXENE [12175], HE3_HE4(R/R(A)) from PYROXENE [12175]","WR [18422] / MIN [12175] ","45.45","0.108","","3.37","","","","8.04","2.46","39.43","0.129","","0.01","0.247","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000151","10.8","","","","","283815",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP4-PE [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","0.0048","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.053","0.00049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283936",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP5-PE [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51","0.004","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.049","0.00048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283937",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP6-PE [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63","0.005","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.00064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283938",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP7-PEW [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.0066","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.095","0.00064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283939",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP9-PE [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.73","0.0063","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.105","0.00085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283940",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BP10-PE [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.11","0.0056","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.00058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283941",
"[9926]","INTRAPLATE VOLCANICS","ALPS_SARDINIA_CORSICA / WESTERN ALPS / IVREA ZONE / BALMUCCIA MASSIF","","46","46","8","8","SAE","","","s_BM-90-30 [9926]","PERIDOTITE [9926]","","","","","","","","","PLU","","","","","WR [9926] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087","0.0038","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0046","0.00045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283942",
