"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20206]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / JIANGXI PROVINCE","QICHUN AREA","30.2177","30.2177","115.4897","115.4897","SAE","","","s_04QC11 [20206]","PYROXENITE [20206]","","","","PROTEROZOIC [20206]","","","","","PLU","","","","","WR [20206] ","46.34","0.22","","2.14","","","","9.32","11.23","22.08","0.17","","0.03","0.03","0.005","","","","","","","","","","","","","0.159","","","7.17","","","","","","","","","","","","","","0.422","0.074","","","","","","","","","","","","","63.9","","129","2232","","","86.2","531","12","53.9","3.6","","","","","0.29","37.8","5.72","9.46","0.31","0.111","","","","","0.023","","0.119","","","","0.03","63.3","2.02","4.37","0.65","3.25","0.926","0.206","1.08","0.181","1.13","0.21","0.577","0.082","0.537","0.078","0.35","0.032","","","","","","","","","1.37","","0.091","0.04","","","","","","","","","","","","","","","","","","","","","","","","","1030574",
"[20206]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / JIANGXI PROVINCE","QICHUN AREA","30.2189","30.2189","115.4878","115.4878","SAE","","","s_04QC12 [20206]","PYROXENITE [20206]","","","","PROTEROZOIC [20206]","","","","","PLU","","","","","WR [20206] ","47.53","0.41","","5.56","","","","10.14","9.55","19.81","0.215","","0.05","","0.005","","","","","","","","","","","","","0.024","","","5.61","","","","","","","","","","","","","","5.22","0.13","","","","","","","","","","","","","47.6","","158","1471","","","75.3","518","23.4","78","6.75","","","","","0.41","28.2","11.1","9.12","0.7","0.043","","","","","0.042","","0.386","","","","0.017","27.3","1.27","4.12","0.87","4.93","1.66","0.424","2.13","0.35","2.24","0.426","1.2","0.173","1.04","0.149","0.44","0.046","","","","","","","","","0.721","","0.068","0.024","","","","","","","","","","","","","","","","","","","","","","","","","1030575",
"[20206]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / JIANGXI PROVINCE","QICHUN AREA","30.1948","30.1948","115.5061","115.5061","SAE","","","s_04QC16 [20206]","PYROXENITE [20206]","","","","PROTEROZOIC [20206]","","","","","PLU","","","","","WR [20206] ","40","0.17","","1.34","","","","15.79","4.92","26.69","0.2","","0.01","0.01","0.004","","","","","","","","","","","","","0.023","","","8.91","","","","","","","","","","","","","","0.295","0.046","","","","","","","","","","","","","46.3","","108","976","","","115","453","11.5","80.9","2.46","","","","","0.162","6.95","4.98","5.52","0.036","0.051","","","","","0.032","","0.121","","","","0.021","8.06","1.74","1.95","0.553","2.89","0.83","0.209","1","0.165","1.02","0.192","0.528","0.074","0.432","0.065","0.23","0.014","","","","","","","","","0.741","","0.028","0.005","","","","","","","","","","","","","","","","","","","","","","","","","1030576",
"[20206]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PROTEROZOIC / CHINA - PROTEROZOIC / JIANGXI PROVINCE","QICHUN AREA","30.1948","30.1948","115.5035","115.5035","SAE","","","s_04QC17 [20206]","PYROXENITE [20206]","","","","PROTEROZOIC [20206]","","","","","PLU","","","","","WR [20206] ","43.01","0.16","","5.16","","","","10.79","11.76","21.56","0.206","","0.01","","0.004","","","","","","","","","","","","","0.029","","","6.02","","","","","","","","","","","","","","0.689","0.044","","","","","","","","","","","","","53.7","","116","1547","","","76.1","413","7.34","62.8","4.87","","","","","0.143","12.4","5.03","4.59","0.054","0.097","","","","","0.032","","0.112","","","","0.016","5.96","1.25","1.98","0.497","2.51","0.77","0.267","0.942","0.164","1","0.19","0.538","0.081","0.497","0.077","0.21","0.02","","","","","","","","","0.797","","0.04","0.009","","","","","","","","","","","","","","","","","","","","","","","","","1030577",
"[20273]","INTRAPLATE VOLCANICS","TUAREG SHIELD / HOGGAR (AHAGGAR) SWELL / ALGERIA / IN TERIA VOLCANIC FIELD","","26.92","26.92","9.37","9.37","SAE","","","s_IL-17-22 [20273]","PYROXENITE, XENOLITH [20273]","","","","","","","","","PER","","","","","WR [20273] ","41","3.77","","11.6","","","","10.6","14.5","12.2","0.11","","2.24","1.67","0.26","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","283","8.96","186","23","","","","","","","","","","","","0.32","450","11.3","31.1","4.29","21.3","4.56","1.44","4.09","0.5","2.57","0.4","0.85","0.1","0.57","0.08","5.29","2.12","","","","","","","","","0.75","","0.99","0.21","0.512955","","","0.703267","","19.6459","","15.6416","","39.2549","","","","","","","","","","","","","","","1038063",
"[20273]","INTRAPLATE VOLCANICS","TUAREG SHIELD / HOGGAR (AHAGGAR) SWELL / ALGERIA / IN TERIA VOLCANIC FIELD","","26.92","26.92","9.37","9.37","SAE","","","s_IL-17-24 [20273]","PYROXENITE, XENOLITH [20273]","","","","","","","","","PER","","","","","WR [20273] ","40","5.76","","9.9","","","","12.5","10.6","14.2","0.13","","3.24","1.38","0.04","","","","","","","","","","","","","","","","1.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","142","5.15","218","26.3","","","","","","","","","","","","0.8","683","3.3","9.59","1.5","8.15","2.05","0.67","2.09","0.27","1.47","0.24","0.51","0.06","0.34","0.05","6.07","3.04","","","","","","","","","0.44","","0.25","0.06","0.512936","","","0.703448","","19.7378","","15.655","","39.3305","","","","","","","","","","","","","","","1038064",
"[20273]","INTRAPLATE VOLCANICS","TUAREG SHIELD / HOGGAR (AHAGGAR) SWELL / ALGERIA / IN TERIA VOLCANIC FIELD","","26.92","26.92","9.37","9.37","SAE","","","s_IL-17-27 [20273]","PYROXENITE, XENOLITH [20273]","","","","","","","","","PER","","","","","WR [20273] ","39","5.38","","10.5","","","","13.7","12","12.9","0.12","","2.35","1.39","0.05","","","","","","","","","","","","","","","","1.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","142","7.4","429","28.1","","","","","","","","","","","","0.76","323","3.17","10.1","1.71","9.62","2.58","0.89","2.8","0.38","2.06","0.34","0.74","0.09","0.49","0.07","10.6","3.29","","","","","","","","","0.42","","0.21","0.08","0.512917","","","0.703495","","19.469","","15.6662","","39.2097","","","","","","","","","","","","","","","1038065",
"[20273]","INTRAPLATE VOLCANICS","TUAREG SHIELD / HOGGAR (AHAGGAR) SWELL / ALGERIA / IN TERIA VOLCANIC FIELD","","26.92","26.92","9.37","9.37","SAE","","","s_INT-17-89-100 [20273]","PYROXENITE, XENOLITH [20273]","","","","","","","","","PER","","","","","WR [20273] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","174","6.03","107","20.2","","","","","","","","","","","","0.48","467","3.53","10","1.61","8.55","2.16","0.75","2.26","0.3","1.62","0.26","0.57","0.06","0.35","0.05","4.19","2.58","","","","","","","","","0.45","","0.28","0.09","0.512965","","","0.705019","","19.5189","","15.6695","","39.2885","","","","","","","","","","","","","","","1038066",
"[16594]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / GUANGDONG PROVINCE","QILIN(G) PIPE","23.37","23.37","116.28","116.28","SAE","","","s_GPQ-1 [16594]","PYROXENITE, XENOLITH [16594]","","","","","","","","","PER","","","","","WR [16594] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","0.00651","","0.00303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00175","0.0144","0.00362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039785",
"[16594]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / GUANGDONG PROVINCE","QILIN(G) PIPE","23.37","23.37","116.28","116.28","SAE","","","s_GPQ-2 [16594]","PYROXENITE, XENOLITH [16594]","","","","","","","","","PER","","","","","WR [16594] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","","","","","","","","","0.00892","","0.00526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00207","0.0179","0.00307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1039786",
"[18085]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15A [18085]","PYROXENITE, AMPHIBOLE [18085]","","","","","","","","","PLU","","","","","WR [18085] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","85.8","","","","","","","","","","","","","","","","","24.41","58.97","7.45","48.2","9.3","1.45","4.26","","3.27","0.54","1.33","","1","0.16","","","","","","","","","","","","","","","0.51229","","","0.70557","","17.391","","15.424","","36.84","","","","","","","","","","","","","","","1041730",
"[18085]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15B [18085]","PYROXENITE, AMPHIBOLE [18085]","","","","","","","","","PLU","","","","","WR [18085] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","680.2","","","","","","","","","","","","","","","","","21.87","74.51","10.94","28.84","5.26","2.63","7.58","","5.57","0.92","2.24","","1.7","0.27","","","","","","","","","","","4.38","","1.93","0.85","0.51225","","","0.70694","","17.954","","15.421","","37.788","","","","","","","","","","","","","","","1041731",
"[18085]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15A [18085]","PYROXENITE, AMPHIBOLE [18085]","","","","","","","","","PLU","","","","","WR [18085] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512288","","","0.70555","","17.387","","15.421","","36.808","","","","","","","","","","","","","","","1041753",
"[18085]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15B [18085]","PYROXENITE, AMPHIBOLE [18085]","","","","","","","","","PLU","","","","","WR [18085] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512243","","","0.70692","","17.557","","15.587","","37.991","","","","","","","","","","","","","","","1041754",
"[18701]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / HEBEI PROVINCE / HANNUOBA BASALT","WAQUAN DANAPING AREA","40","41","114","115","SAE","","","s_WD958 [18701]","PYROXENITE, GARNET [18701]","","","","","","","","","PLU","","","","","WR [18701] ","45.39","0.27","","13.45","","0.88","5.09","","10.31","21.9","0.21","","0.16","0.47","0.04","","","","","","","","","","","","","","","","1.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.255","7.265","0.916","3.645","1.488","0.602","2.429","0.466","3.166","0.661","1.925","0.271","1.64","0.246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048253",
"[20293]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_435-2B [20293]","PYROXENITE [20293]","","","","","","","","","PLU","","","","","WR [20293] ","47.92","0.87","","7.57","","","","8.75","17.55","11.95","0.12","","0.1","2.14","0.03","","","","","","","","","","","","","","","","2.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","375","1225","","","","141","18","78","","","","","","4.2","118","20","79","4","","","","","","","","","","","","","59","18","61","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049204",
"[20293]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_435-2PYX [20293]","PYROXENITE [20293]","","","","","","","","","PLU","","","","","WR [20293] ","47.76","0.88","","7.72","","","","8.8","17.09","12.23","0.12","","0.06","2.08","0.03","","","","","","","","","","","","","","","","2.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","369","1163","","","","142","15","83","","","","","","1.8","89","19","77","0.6","","","","","","","","","","","","","","14","51","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049205",
"[20293]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15A [20293]","PYROXENITE [20293]","","","","","","","","","PLU","","","","","WR [20293] ","39.84","3.71","","10.62","","","","14.35","14.77","10.38","0.18","","1.29","1.74","0.02","","","","","","","","","","","","","","","","1.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","369","36","","","","140","179","113","","","","","","11.4","509","25","382","106","","","","","","","","","","","","","263","15","81","","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049206",
"[20293]","INTRAPLATE VOLCANICS","BALTIC SHIELD / KOLA-LAPLAND PROVINCE / KANDALAKSHA GRABEN","ELOVY ISLAND","66.73","66.73","32.88","32.88","SAE","","","s_436-15B [20293]","PYROXENITE [20293]","","","","","","","","","PLU","","","","","WR [20293] ","42.55","3.71","","9.48","","","","11.29","14.72","11.42","0.19","","0.74","2.72","0.09","","","","","","","","","","","","","","","","3.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","259","198","","","","105","276","97","","","","","","12.3","608","14","179","49","","","","","","","","","","","","","1297","23","67","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1049207",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_9 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","51.14","0.37","","7.55","","","","10.63","5","21.04","0.15","","0.47","0.89","0.06","","","","","","","","","","","","","","","","1.28","","","","","","","","","","","","","","","","","","","","","","","","1002","","","","19","","158","1728","","","98","1189","57","82","8.05","","","","","21.45","129","7.53","35","1.76","0.56","0.00309","0.00185","0.0256","","","","1.73","","","","1.41","137","6.9","13.6","1.72","6.68","1.3","0.46","1.25","0.18","1.2","0.24","0.7","0.11","0.75","0.12","0.88","0.12","","","0.00027","0.00046","0.0125","0","","","5.83","","1.3","0.3","","","","","","","","","","","","","","","","","","","","","","","","","1059675",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_10 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","50.52","0.35","","7.09","","","","10.55","4.79","21.35","0.15","","0.54","0.92","0.06","","","","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","687","","","","20","","162","2206","","","100","1252","49","63","7.89","","","","","23.37","118","8.2","43","2.17","0.59","0.00372","0.00263","0.0347","","","","1.09","","","","1.22","149","8","16","1.98","7.5","1.43","0.46","1.46","0.21","1.38","0.25","0.76","0.12","0.74","0.12","1.01","0.14","","","0.0004","0.00055","0.0764","0.00406","","","3.82","","1.48","0.32","","","","","","","","","","","","","","","","","","","","","","","","","1059676",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_11 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","50.87","0.34","","6.48","","","","10.77","4.57","21.85","0.15","","0.47","0.89","0.05","","","","","","","","","","","","","","","","1.79","","","","","","","","","","","","","","","","","","","","","","","","461","","","","20","","147","2666","","","104","1234","42","68","7.69","","","","","25.04","119","7.59","40","1.88","0.55","0.0036","0.00199","0.0235","","","","0.58","","","","1.45","130","7","14.1","1.69","6.47","1.43","0.39","1.22","0.2","1.23","0.22","0.66","0.1","0.68","0.11","1.01","0.13","","","0.00038","0.00054","0.0097","0","","","3.89","","1.75","0.39","","","","","","","","","","","","","","","","","","","","","","","","","1059677",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_12 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","49.35","0.3","","5.99","","","","10.33","4.29","23.37","0.15","","0.4","0.81","0.06","","","","","","","","","","","","","","","","2.65","","","","","","","","","","","","","","","","","","","","","","","","573","","","","18","","153","2450","","","96","1288","73","76","6.67","","","","","15.71","97","7.08","34","1.45","0.55","0.00403","0.00326","0.0412","","","","2.41","","","","0.75","123","6.8","13.4","1.66","6.31","1.29","0.38","1.22","0.18","1.16","0.22","0.65","0.1","0.65","0.1","0.83","0.11","","","0.00013","0.00066","0.0232","0.00208","","","4.14","","1.27","0.27","","","","","","","","","","","","","","","","","","","","","","","","","1059678",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_13 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","48.79","0.31","","5.83","","","","10.87","4.41","23.09","0.15","","0.4","0.72","0.07","","","","","","","","","","","","","","","","3.18","","","","","","","","","","","","","","","","","","","","","","","","635","","","","18","","143","3262","","","106","1259","61","71","7.19","","","","","15.3","104","7.43","34","1.65","0.56","0.00411","0.00232","0.0246","","","","1.47","","","","0.66","132","7.5","14.9","1.8","6.46","1.35","0.4","1.38","0.2","1.22","0.23","0.67","0.1","0.77","0.11","0.8","0.12","","","0.00038","0.0005","0.0093","0.00164","","","3.74","","1.45","0.42","","","","","","","","","","","","","","","","","","","","","","","","","1059679",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_15 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","47.98","0.3","","5.72","","","","10.68","4.03","23.48","0.15","","0.4","0.66","0.04","","","","","","","","","","","","","","","","4.42","","","","","","","","","","","","","","","","","","","","","","","","1035","","","","17","","146","3680","","","105","1441","117","67","6.74","","","","","13.66","92","6.57","35","1.52","0.48","0.00665","0.00493","0.0769","","","","1.28","","","","0.74","123","6","12.1","1.46","5.52","1.2","0.38","0.95","0.18","1.06","0.19","0.62","0.09","0.59","0.09","0.83","0.1","","","0.00067","0.00079","0.0144","0.00321","","","4.71","","1.21","0.31","","","","","","","","","","","","","","","","","","","","","","","","","1059680",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_16 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","48.2","0.3","","5.7","","","","10.61","3.86","23.8","0.16","","0.39","0.64","0.04","","","","","","","","","","","","","","","","4.08","","","","","","","","","","","","","","","","","","","","","","","","904","","","","15","","147","3456","","","102","1363","93","68","6.08","","","","","13.43","85","6.21","35","1.61","0.48","0.00629","0.00308","0.0342","","","","0.82","","","","0.65","113","5.9","11.7","1.43","5.22","1.07","0.35","0.93","0.16","1.01","0.18","0.54","0.09","0.59","0.08","0.85","0.12","","","0.0005","0.00067","0.0117","0.0019","","","4.31","","1.13","0.26","","","","","","","","","","","","","","","","","","","","","","","","","1059681",
"[20408]","INTRAPLATE VOLCANICS","KAAPVAAL CRATON / SOUTH AFRICA / BUSHVELD IGNEOUS COMPLEX","NOOITGEDACHT BOREHOLE NG2","-25","-25","27","27","SAE","","","s_17 [20408]","PYROXENITE, OLIVINE [20408]","","","","PROTEROZOIC [20408]","","","","","PLU","","","","","WR [20408] ","48.65","0.27","","5.15","","","","10.63","3.72","23.88","0.15","","0.5","0.49","0.05","","","","","","","","","","","","","","","","4.19","","","","","","","","","","","","","","","","","","","","","","","","856","","","","16","","149","4225","","","113","1512","82","67","6.46","","","","","23.8","84","6.12","29","1.43","0.47","0.00687","0.00421","0.058","","","","2.62","","","","1.34","115","6","11.9","1.43","5.17","1.1","0.33","0.95","0.16","0.97","0.18","0.53","0.08","0.55","0.07","0.71","0.12","","","0.00069","0.00087","0.0159","0.00333","","","3.51","","1.62","0.39","","","","","","","","","","","","","","","","","","","","","","","","","1059682",
"[20434]","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / SOUTHERN GRANULITE TERRANE / MADURAI BLOCK / KORANGANI ALKALINE COMPLEX","","10.09","10.09","77.25","77.25","SAE","","","s_KG-1 [20434]","PYROXENITE [20434]","","","","PROTEROZOIC [20434]","","","","","PLU","","","","","WR [20434] ","52.03","0.18","","5.7","","","","2.2","15.45","21.91","0.06","","0.05","0.69","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08","","41.49","21.46","","","4.8","13.56","2.73","73.48","7.44","","","","","0.86","78.74","15.37","107.56","0.53","","","","","","","","","","","","0.02","77.55","8.61","29.34","4.17","18.29","4.58","0.96","3.75","0.45","2.55","0.46","1.35","0.2","1.49","0.23","2.41","0.25","","","","","","","","","17.36","","0.3","0.24","","","","","","","","","","","","","","","","","","","","","","","","","1062806",
"[20434]","INTRAPLATE VOLCANICS","DHARWAR CRATON_PROTEROZOIC / SOUTHERN GRANULITE TERRANE / MADURAI BLOCK / KORANGANI ALKALINE COMPLEX","","10.09","10.09","77.25","77.25","SAE","","","s_KG-5 [20434]","PYROXENITE [20434]","","","","PROTEROZOIC [20434]","","","","","PLU","","","","","WR [20434] ","49.86","0.27","","5.76","","","","3.04","16.15","21.66","0.07","","0.51","0.54","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.05","","46.58","62.42","","","8.03","19.95","34.5","733.37","9.18","","","","","23","46.51","12.38","118.42","5.03","","","","","","","","","","","","0.72","86.56","3.99","14.12","2.14","9.81","2.74","0.51","2.31","0.35","2.17","0.4","1.15","0.18","1.39","0.22","2.68","0.77","","","","","","","","","36.7","","0.14","0.17","","","","","","","","","","","","","","","","","","","","","","","","","1062807",
